model,rmse_mean,mae_mean,r2_mean,rmse_std,mae_std,r2_std,baseline_rmse_mean,baseline_mae_mean,baseline_r2_mean,rmse_improvement,mae_improvement,r2_improvement
extra_trees,135.0643423622198,88.0146264404804,-0.0015655800338055526,31.780914536219637,18.999144516112874,0.23440854953738394,155.29588043086605,127.3609412080683,-0.4342799248251165,20.231538068646245,39.3463147675879,0.432714344791311
random_forest,138.041992282365,89.2027891980886,-0.0025991277081340858,34.866129061952094,22.28591370920949,0.10205047848999939,155.29588043086605,127.3609412080683,-0.4342799248251165,17.253888148501062,38.1581520099797,0.43168079711698243
gradient_boosting,135.99528650424602,90.69544189688607,0.010962066855856628,33.15401333732206,22.219465907377888,0.1559438676558638,155.29588043086605,127.3609412080683,-0.4342799248251165,19.300593926620024,36.66549931118223,0.4452419916809731
xgboost,138.74981381330736,91.98359137852567,-0.019303796868910067,34.252655641790035,22.626418629948727,0.12260453549341407,155.29588043086605,127.3609412080683,-0.4342799248251165,16.546066617558694,35.377349829542624,0.4149761279562064
decision_tree,165.02973020472677,111.61336933977438,-0.4172516150739035,43.536143453302664,29.906612514496626,0.08578341380330759,155.29588043086605,127.3609412080683,-0.4342799248251165,-9.733849773860726,15.747571868293917,0.017028309751213
